ID,底本/出典,データベースID,史料名,記述内容,記述場所,場所（町、寺名、場所データ）,年月日（作成）,年月日（作成）2,年月日（被害）,年月日（被害）3,伝聞/体験,被害種別,緯度経度,座標/レベル,座標に関する備考,備考
949,『新収日本地震史料』第2巻 別巻,J0700077,常光寺年代記（美川渥美郡堀切）,同十一月廿二日夜ノ八ッ時ニ大地震江戸川崎?箱根迄家ノ損シ人馬死シテ不知数,－,江戸,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.684627,139.752032",1,便宜的に皇居に置く。,
950,『新収日本地震史料』第2巻 別巻,J0700077,常光寺年代記（美川渥美郡堀切）,同十一月廿二日夜ノ八ッ時ニ大地震江戸川崎?箱根迄家ノ損シ人馬死シテ不知数,－,江戸,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.684627,139.752032",1,便宜的に皇居に置く。,
951,『新収日本地震史料』第2巻 別巻,J0700077,常光寺年代記（美川渥美郡堀切）,同十一月廿二日夜ノ八ッ時ニ大地震江戸川崎?箱根迄家ノ損シ人馬死シテ不知数,－,江戸,－,－,1703/12/31,元禄16/11/23,伝聞,その他被害（馬）,"35.684627,139.752032",1,便宜的に皇居に置く。,
952,『新収日本地震史料』第2巻 別巻,J0700077,常光寺年代記（美川渥美郡堀切）,同十一月廿二日夜ノ八ッ時ニ大地震江戸川崎?箱根迄家ノ損シ人馬死シテ不知数,－,川崎,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.533802,139.704209",2,代表点を川崎宿田中本陣跡に置く。,
953,『新収日本地震史料』第2巻 別巻,J0700077,常光寺年代記（美川渥美郡堀切）,同十一月廿二日夜ノ八ッ時ニ大地震江戸川崎?箱根迄家ノ損シ人馬死シテ不知数,－,川崎,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.533802,139.704209",2,代表点を川崎宿田中本陣跡に置く。,
954,『新収日本地震史料』第2巻 別巻,J0700077,常光寺年代記（美川渥美郡堀切）,同十一月廿二日夜ノ八ッ時ニ大地震江戸川崎?箱根迄家ノ損シ人馬死シテ不知数,－,川崎,－,－,1703/12/31,元禄16/11/23,伝聞,その他被害（馬）,"35.533802,139.704209",2,代表点を川崎宿田中本陣跡に置く。,
955,『新収日本地震史料』第2巻 別巻,J0700077,常光寺年代記（美川渥美郡堀切）,此時四海大塩上リ陸ニ当境ノ漁舟多ク流レ,－,江戸,－,－,1703/12/31,元禄16/11/23,伝聞,津浪被害,"35.684627,139.752032",1,便宜的に皇居に置く。,
956,『新収日本地震史料』第2巻 別巻,J0700077,常光寺年代記（美川渥美郡堀切）,此時四海大塩上リ陸ニ当境ノ漁舟多ク流レ,－,江戸,－,－,1703/12/31,元禄16/11/23,伝聞,その他被害（舟）,"35.684627,139.752032",1,便宜的に皇居に置く。,
957,『新収日本地震史料』第2巻 別巻,J0700077,常光寺年代記（美川渥美郡堀切）,小田原城郭右地震最中ニ城中ヨリ出火町家中城郭不残焼失町ニ不思義ニ町家一軒残ル,－,小田原城,－,－,1703/12/31,元禄16/11/23,伝聞,火災被害,"35.251334,139.154094",3,便宜的に小田原城跡に置く。,
958,『新収日本地震史料』第2巻 別巻,J0700077,常光寺年代記（美川渥美郡堀切）,小田原城郭右地震最中ニ城中ヨリ出火町家中城郭不残焼失町ニ不思義ニ町家一軒残ル,－,小田原城下,－,－,1703/12/31,元禄16/11/23,伝聞,火災被害,"35.251334,139.154094",2,便宜的に小田原城跡に置く。,
959,『新収日本地震史料』第2巻 別巻,J0700078 ,「藤堂藩城代家老日誌」（『永保記事略』三重県伊賀上野市）,格別大ゆりニは無之候得共長震也,－,三重県伊賀上野市,－,－,1703/12/31,元禄16/11/23,体験,詳細未詳（被害なしヵ）,"34.749834,136.142260",2,便宜的に伊賀市役所に置く。,
960,『新収日本地震史料』第2巻 別巻,J0700079 ,『津市史』（三重県）,十一月二十三日の江戸の地震で高睦〔第四代藩主〕の生母平氏の邸舎か倒壊した。,－,津藩主生母邸,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,詳細不明,―,詳細未詳,
961,『新収日本地震史料』第2巻 別巻,J0700080,『ふるさとの民話と資料』（三重県海山町）,元緑十六年夜丑刻に津波が襲った。潮はさし引が十四・五度もあり、寺の門口より四間程前へ上った。家には別条なかった,－,三重県海山町,－,－,1703/12/31,元禄16/11/23,伝聞,津浪被害,"34.106466,136.239932",3,三重県北牟婁郡紀北町引本浦付近。,
962,『新収日本地震史料』第2巻 別巻,J0700082 ,「新井白石日記」（『桑名市史』補篇）,〔十一月〕廿二日進講、今夕八つ過大地震、御殿へ出仕,－,新井白石邸,－,－,1703/12/31,元禄16/11/23,体験,詳細なし,詳細不明,―,詳細未詳,
963,『新収日本地震史料』第2巻 別巻,J0700082 ,「新井白石日記」（『桑名市史』補篇）,〔十一月〕廿八日（中略）今日ニ至而地震少し有之,－,新井白石邸,1704/1/5,元禄16/11/28,1704/1/5,元禄16/11/28,体験,余震,詳細不明,―,詳細未詳,
964,『新収日本地震史料』第2巻 別巻,J0700083,「外宮子良朗日記」（伊勢）,十一月廿三日　晴　暁地旦,－,伊勢,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,体験,詳細なし,"34.487490,136.709335",2,便宜的に伊勢市役所に置く。,
965,『新収日本地震史料』第2巻 別巻,J0700083,「外宮子良朗日記」（伊勢）,去廿二日夜八ッより廿三日朝江戸大地震、小田原城地震にクヅレ且又失火、人家不残焼失死人多卜也,－,小田原城,1704/1/6,元禄16/11/29,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.251334,139.154094",3,便宜的に小田原城跡に置く。,
966,『新収日本地震史料』第2巻 別巻,J0700083,「外宮子良朗日記」（伊勢）,去廿二日夜八ッより廿三日朝江戸大地震、小田原城地震にクヅレ且又失火、人家不残焼失死人多卜也,－,小田原城,1704/1/6,元禄16/11/29,1703/12/31,元禄16/11/23,伝聞,火災被害,"35.251334,139.154094",3,便宜的に小田原城跡に置く。,
967,『新収日本地震史料』第2巻 別巻,J0700083,「外宮子良朗日記」（伊勢）,去廿二日夜八ッより廿三日朝江戸大地震、小田原城地震にクヅレ且又失火、人家不残焼失死人多卜也,－,小田原城下,1704/1/6,元禄16/11/29,1703/12/31,元禄16/11/23,伝聞,火災被害,"35.251334,139.154094",2,便宜的に小田原城跡に置く。,
968,『新収日本地震史料』第2巻 別巻,J0700083,「外宮子良朗日記」（伊勢）,去廿二日夜八ッより廿三日朝江戸大地震、小田原城地震にクヅレ且又失火、人家不残焼失死人多卜也,－,小田原城下,1704/1/6,元禄16/11/29,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.251334,139.154094",2,便宜的に小田原城跡に置く。,
969,『新収日本地震史料』第2巻 別巻,J0700087 ,「経聞坊文書」（『白馬町史』）,霜月廿二日夜八ッ半二大地震、関東別而大地震ニテ郷村大分破却、相州筥根ノ宿、小田原城中町共ニ滅シ其節出火卜上下旅人四百余人死ス、牛馬等迄残少シ、小田原ニ而死失七千余,－,箱根宿,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.232386,139.106946",2,便宜的に箱根町役場に置く。,
970,『新収日本地震史料』第2巻 別巻,J0700087 ,「経聞坊文書」（『白馬町史』）,霜月廿二日夜八ッ半二大地震、関東別而大地震ニテ郷村大分破却、相州筥根ノ宿、小田原城中町共ニ滅シ其節出火卜上下旅人四百余人死ス、牛馬等迄残少シ、小田原ニ而死失七千余,－,箱根宿,－,－,1703/12/31,元禄16/11/23,伝聞,火災被害,"35.232386,139.106946",2,便宜的に箱根町役場に置く。,
971,『新収日本地震史料』第2巻 別巻,J0700087 ,「経聞坊文書」（『白馬町史』）,霜月廿二日夜八ッ半二大地震、関東別而大地震ニテ郷村大分破却、相州筥根ノ宿、小田原城中町共ニ滅シ其節出火卜上下旅人四百余人死ス、牛馬等迄残少シ、小田原ニ而死失七千余,－,箱根宿,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.232386,139.106946",2,便宜的に箱根町役場に置く。,
972,『新収日本地震史料』第2巻 別巻,J0700087 ,「経聞坊文書」（『白馬町史』）,霜月廿二日夜八ッ半二大地震、関東別而大地震ニテ郷村大分破却、相州筥根ノ宿、小田原城中町共ニ滅シ其節出火卜上下旅人四百余人死ス、牛馬等迄残少シ、小田原ニ而死失七千余,－,箱根宿,－,－,1703/12/31,元禄16/11/23,伝聞,その他被害（牛馬）,"35.232386,139.106946",2,便宜的に箱根町役場に置く。,
973,『新収日本地震史料』第2巻 別巻,J0700087 ,「経聞坊文書」（『白馬町史』）,霜月廿二日夜八ッ半二大地震、関東別而大地震ニテ郷村大分破却、相州筥根ノ宿、小田原城中町共ニ滅シ其節出火卜上下旅人四百余人死ス、牛馬等迄残少シ、小田原ニ而死失七千余,－,小田原,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.251334,139.154094",1,便宜的に小田原城跡に置く。,
974,『新収日本地震史料』第2巻 別巻,J0700087 ,「経聞坊文書」（『白馬町史』）,霜月廿二日夜八ッ半二大地震、関東別而大地震ニテ郷村大分破却、相州筥根ノ宿、小田原城中町共ニ滅シ其節出火卜上下旅人四百余人死ス、牛馬等迄残少シ、小田原ニ而死失七千余,－,小田原,－,－,1703/12/31,元禄16/11/23,伝聞,火災被害,"35.251334,139.154094",1,便宜的に小田原城跡に置く。,
975,『新収日本地震史料』第2巻 別巻,J0700087 ,「経聞坊文書」（『白馬町史』）,霜月廿二日夜八ッ半二大地震、関東別而大地震ニテ郷村大分破却、相州筥根ノ宿、小田原城中町共ニ滅シ其節出火卜上下旅人四百余人死ス、牛馬等迄残少シ、小田原ニ而死失七千余,－,小田原,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.251334,139.154094",1,便宜的に小田原城跡に置く。,
976,『新収日本地震史料』第2巻 別巻,J0700087 ,「経聞坊文書」（『白馬町史』）,霜月廿二日夜八ッ半二大地震、関東別而大地震ニテ郷村大分破却、相州筥根ノ宿、小田原城中町共ニ滅シ其節出火卜上下旅人四百余人死ス、牛馬等迄残少シ、小田原ニ而死失七千余,－,小田原,－,－,1703/12/31,元禄16/11/23,伝聞,その他被害（牛馬）,"35.251334,139.154094",1,便宜的に小田原城跡に置く。,
977,『新収日本地震史料』第2巻 別巻,J0700087 ,「経聞坊文書」（『白馬町史』）,大磯宿・戸塚宿・新町宿・藤沢宿右宿々大半滅却,－,大磯宿,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.306814,139.311366",2,便宜的に大磯町役場に置く。,
978,『新収日本地震史料』第2巻 別巻,J0700087 ,「経聞坊文書」（『白馬町史』）,大磯宿・戸塚宿・新町宿・藤沢宿右宿々大半滅却,－,戸塚宿,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.397752,139.530702",2,代表点を戸塚宿澤邊本陣跡に置く。,
979,『新収日本地震史料』第2巻 別巻,J0700087 ,「経聞坊文書」（『白馬町史』）,大磯宿・戸塚宿・新町宿・藤沢宿右宿々大半滅却,－,新町宿,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"36.273000,139.105039",2,便宜的に新町駅に置く。,
980,『新収日本地震史料』第2巻 別巻,J0700087 ,「経聞坊文書」（『白馬町史』）,大磯宿・戸塚宿・新町宿・藤沢宿右宿々大半滅却,－,藤沢宿,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.338882,139.491262",2,便宜的に藤沢市役所に置く。,
981,『新収日本地震史料』第2巻 別巻,J0700087 ,「経聞坊文書」（『白馬町史』）,伊豆ノ三嶋より此方ニ而ハ死人無之レ,－,伊豆三島,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.118507,138.918561",3,便宜的に三島市役所に置く。,
982,『新収日本地震史料』第2巻 別巻,J0700087 ,「長滝寺文書」（『白馬町史』）,別而江戸表大地震之由、相州小田原城大破、同町迄不残破滅之由、地震並火事、又海より湖〔潮〕水大申故滅亡也、人馬並旅人迄死ス也、,－,小田原城,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.251334,139.154094",3,便宜的に小田原城跡に置く。,
983,『新収日本地震史料』第2巻 別巻,J0700087 ,「長滝寺文書」（『白馬町史』）,別而江戸表大地震之由、相州小田原城大破、同町迄不残破滅之由、地震並火事、又海より湖〔潮〕水大申故滅亡也、人馬並旅人迄死ス也、,－,小田原町,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.251334,139.154094",2,便宜的に小田原城跡に置く。,
984,『新収日本地震史料』第2巻 別巻,J0700087 ,「長滝寺文書」（『白馬町史』）,別而江戸表大地震之由、相州小田原城大破、同町迄不残破滅之由、地震並火事、又海より湖〔潮〕水大申故滅亡也、人馬並旅人迄死ス也、,－,小田原町,－,－,1703/12/31,元禄16/11/23,伝聞,火災被害,"35.251334,139.154094",2,便宜的に小田原城跡に置く。,
985,『新収日本地震史料』第2巻 別巻,J0700087 ,「長滝寺文書」（『白馬町史』）,別而江戸表大地震之由、相州小田原城大破、同町迄不残破滅之由、地震並火事、又海より湖〔潮〕水大申故滅亡也、人馬並旅人迄死ス也、,－,小田原町,－,－,1703/12/31,元禄16/11/23,伝聞,津浪被害,"35.251334,139.154094",2,便宜的に小田原城跡に置く。,
986,『新収日本地震史料』第2巻 別巻,J0700087 ,「長滝寺文書」（『白馬町史』）,別而江戸表大地震之由、相州小田原城大破、同町迄不残破滅之由、地震並火事、又海より湖〔潮〕水大申故滅亡也、人馬並旅人迄死ス也、,－,小田原町,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.251334,139.154094",2,便宜的に小田原城跡に置く。,
987,『新収日本地震史料』第2巻 別巻,J0700087 ,「長滝寺文書」（『白馬町史』）,別而江戸表大地震之由、相州小田原城大破、同町迄不残破滅之由、地震並火事、又海より湖〔潮〕水大申故滅亡也、人馬並旅人迄死ス也、,－,小田原町,－,－,1703/12/31,元禄16/11/23,伝聞,その他被害（馬）,"35.251334,139.154094",2,便宜的に小田原城跡に置く。,
988,『新収日本地震史料』第2巻 別巻,J0700087 ,「長滝寺文書」（『白馬町史』）,右之地震勢州より西ハ少ゆり申候、東程ゆり小田原町・大磯・藤沢迄大分町屋損失,－,小田原町,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.251334,139.154094",2,便宜的に小田原城跡に置く。,
989,『新収日本地震史料』第2巻 別巻,J0700087 ,「長滝寺文書」（『白馬町史』）,右之地震勢州より西ハ少ゆり申候、東程ゆり小田原町・大磯・藤沢迄大分町屋損失,－,大磯,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.306814,139.311366",2,便宜的に大磯町役場に置く。,
990,『新収日本地震史料』第2巻 別巻,J0700087 ,「長滝寺文書」（『白馬町史』）,右之地震勢州より西ハ少ゆり申候、東程ゆり小田原町・大磯・藤沢迄大分町屋損失,－,藤沢,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.338882,139.491262",2,便宜的に藤沢市役所に置く。,
991,『新収日本地震史料』第2巻 別巻,J0700088,「国府村史全」（岐阜県）,元禄十六年十二〔十一〕月二十二日飛州大地震、井水涸れた。翌日また大地震があった。,－,岐阜県国府村,－,－,1703/12/31,元禄16/11/23,体験,その他被害（井戸）,"36.210875,137.217135",3,便宜的に飛騨国府駅付近。に置く。,
992,『新収日本地震史料』第2巻 別巻,J0700088,「国府村史全」（岐阜県）,元禄十六年十二〔十一〕月二十二日飛州大地震、井水涸れた。翌日また大地震があった。,－,岐阜県国府村,－,－,1704/1/1,元禄16/11/24,体験,余震,"36.210875,137.217135",3,便宜的に飛騨国府駅付近。に置く。,
993,『新収日本地震史料』第2巻 別巻,J0700089,「渡辺平蔵年代記」,元禄十六、十二〔十一〕月大地震、井水ナシ,－,飛騨（高山市）,－,－,1703/12/31,元禄16/11/23,体験,その他被害（井戸）,"36.146049,137.252243",2,便宜的に高山市役所に置く。,
994,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,一、同廿三日今暁地震甚強、於富山是まて無之程之義也,－,富山,－,－,1703/12/31,元禄16/11/23,体験,詳細未詳,"36.695902,137.213718",3,便宜的に富山市役所に置く。,本史料は、慶長元年から元文五年まで一四三年間の日記体の記録（全十九冊）。富山藩作事奉行、吉川十郎右衛門長能から三代に渡り書き継がれたもの。富山県立図書館の解説より。
995,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,浅草見付御門石坂之上塀六尺四方斗ツヽ十三ヶ所崩、御門ノ壁所々落申候、,－,浅草見付御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.695567,139.785286",3,,
996,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,筋違御門石垣四、五間程崩、御門之壁所々落ル、,－,筋違御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.697349,139.770153",3,,
997,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,小石川御門石垣ノ上塀崩、御門壁落申候、,－,小石川御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.702494,139.750460",3,小石川橋,
998,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,牛込御門石垣之上塀不残崩申候、,－,牛込御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.700355,139.742832",3,牛込見附付近。,
999,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,市谷御門・四谷御門・赤坂御門、半蔵御門、何も同断ニ損シ申候、,－,市谷御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.691720,139.735467",3,市ヶ谷見附付近。,
1000,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,市谷御門・四谷御門・赤坂御門、半蔵御門、何も同断ニ損シ申候、,－,四谷御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.685687,139.730581",3,四谷駅,
1001,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,市谷御門・四谷御門・赤坂御門、半蔵御門、何も同断ニ損シ申候、,－,赤坂御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.678505,139.738213",3,永田町駅付近。,
1002,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,市谷御門・四谷御門・赤坂御門、半蔵御門、何も同断ニ損シ申候、,－,半蔵御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.683737,139.745856",3,,
1003,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,田安御門石垣不残崩、御門夥敷かたふき申ス、,－,田安御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.694731,139.749232",3,,
1004,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,清水御門塀不残崩、,－,清水御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.692757,139.752585",3,,
1005,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,喜地橋御門上御番所并塀不残崩申候、,－,喜地橋御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.692308,139.755739",3,雉子橋御門（竹橋ジャンクション付近。）ヵ。,
1006,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,竹橋御門右同断、,－,竹橋御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.690540,139.755943",3,,
1007,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,一ツ橋御門塀不残崩申ス、,－,一ツ橋御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.691028,139.757386",3,現在竹橋パレスサイドビル,
1008,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,神田橋御門塀所々崩れ、御番所つふれ申ス、外石垣五十間斗崩申ス、,－,神田橋御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.689254,139.764499",3,,
1009,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,常盤橋御門塀不残崩、御番所三尺程かたふき、足軽番所崩申ス、,－,常盤橋御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.685900,139.770400",3,常盤橋門跡,
1010,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,呉服橋御門塀不残崩申ス、,－,呉服橋御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.683884,139.769579",3,,
1011,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,鍛冶橋御門右同断、,－,鍛冶橋御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.677294,139.767042",3,鍛冶橋交差点,
1012,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,数寄屋橋御門石垣所々崩、塀不残崩申ス、,－,数寄屋橋御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.672762,139.762809",3,数寄屋橋交差点,
1013,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,山下御門塀不残崩申ス、,－,山下御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.672204,139.760020",3,帝国ホテル横,
1014,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,虎ノ御門塀少落申ス、,－,虎ノ御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.671258,139.749913",3,,
1015,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,桜田御門壁崩申ス、,－,桜田御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.678597,139.754077",3,桜田門,
1016,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,日比谷御門塀崩、御番所つふれ、石垣少崩申ス、,－,日比谷御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.675326,139.759140",3,,
1017,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,馬場先御門塀壁落申ス、,－,馬場先御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.678638,139.760352",3,馬場崎門,
1018,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,和田倉御門御番所つふれ申ス、塀崩申ス、,－,和田倉御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.683475,139.762402",3,和田倉橋,
1019,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,坂下御門石垣四、五間崩、塀倒申ス、,－,坂下御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.682686,139.756265",3,,
1020,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,御畳蔵不残崩申ス、,－,御畳蔵,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.684551,139.761286",3,,
1021,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,伝奏屋敷腰懸倒申ス、,－,伝奏屋敷,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.683296,139.764311",3,,
1022,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,本荘御舟蔵三ケ崩申ス、其外之御蔵とも戸前崩申ス、,－,本荘御舟蔵,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.689483,139.791241",3,,
1023,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,浅草御米蔵所々壁落傾キ、其外廻り壁不残崩申ス,－,浅草御米蔵,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.701438,139.791541",3,蔵前駅付近。,
1024,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,○上之御屋敷、御長屋百間斗、其外土塀所々、飛騨守様、采女様御屋敷、御長屋塀・土蔵・御門大破仕候、当御屋敷も所々壁落、張付損シ、塀之壁落,－,富山藩上屋敷,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.712345,139.766672",3,下谷池端、東京大学医学部付属病院付近。、『江戸幕藩大名家事典』中、393～4頁。,
1025,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,御中屋敷山田弥左衛門居宅大破、土蔵ハ江戸中不残損候由、,－,富山藩中屋敷,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.714470,139.767401",3,下谷池端、東京都台東区池之端二丁目付近。、『江戸幕藩大名家事典』中、393～4頁。,
1026,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,御中屋敷山田弥左衛門居宅大破、土蔵ハ江戸中不残損候由、,－,山田弥左衛門居宅,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,詳細不明,―,詳細未詳,
1027,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,廿二日丑ノ刻より廿三日も度々大動仕候由、,－,江戸,－,－,1703/12/31,元禄16/11/23,伝聞,余震,"35.684627,139.752032",1,便宜的に皇居に置く。,
1028,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,甲府様御屋敷ハ御長屋転倒シ、火事出来、御長屋斗焼失、風無之早速鎮、,－,甲府殿,－,－,1703/12/31,元禄16/11/23,伝聞,火災被害,"35.673889,139.756195",3,便宜的に日比谷公園に置く。,
1029,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,甲府様御屋敷ハ御長屋転倒シ、火事出来、御長屋斗焼失、風無之早速鎮、,－,甲府殿,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.673889,139.756195",3,便宜的に日比谷公園に置く。,
1030,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,榊原式部大輔殿御長屋塀も大破、,－,榊原式部大輔殿,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.694167,139.758518",3,現、東京パークタワー（神保町）。高田藩上屋敷。,
1031,『新収日本地震史料』第2巻 別巻,J0700090,「吉川随筆」（『富山郷土資料叢書』第三巻）,其外江戸中大小名寺社町方少々破損、無之処ハ甚希也と申来候,－,江戸,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.684627,139.752032",1,便宜的に皇居に置く。,
1032,『新収日本地震史料』第2巻 別巻,J0700092,「続片襲記・三」,十月江戸大地震金城多く破損……地震に御城内及破損に候、御玄冠前銅御門梅林汐見坂石垣坂石垣御普請御手伝被仰出,－,江戸城,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.684627,139.752032",3,便宜的に皇居に置く。,
1033,『新収日本地震史料』第2巻 別巻,J0700093 ,「御広間雑記」（京都吉田神社）,廿二日甲子　天陰　丑刻地震,－,京都・吉田神社,－,－,1703/12/31,元禄16/11/23,体験ヵ,詳細未詳,"35.025230,135.784836",3,,
